City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,tazovsky,67.4667,78.7,15.31,68,62,4.64,RU,1689696866
274,nabire,-3.3667,135.4833,23.92,93,62,2.39,ID,1689696867
275,inhambane,-23.865,35.3833,19.19,74,0,3.57,MZ,1689696867
276,queenstown,-31.8976,26.8753,17.44,25,2,7.16,ZA,1689696867
277,vadso,70.0744,29.7487,17.09,77,20,1.54,NO,1689696867
278,al jahra',29.3375,47.6581,42.01,9,0,1.43,KW,1689696868
279,fuglafjordur,62.244,-6.814,9.26,90,100,10.44,FO,1689696868
280,batie,9.8833,-2.9167,33.88,42,36,2.19,BF,1689696868
281,souillac,-20.5167,57.5167,23.21,73,40,5.66,MU,1689696868
282,alakurtti,66.9672,30.3491,17.45,78,96,3.0,RU,1689696868
283,shar'ya,58.3686,45.5144,21.17,68,67,1.71,RU,1689696869
284,baykan,38.1627,41.7833,31.63,23,0,1.31,TR,1689696869
285,lubuklinggau,-3.3,102.8667,24.41,76,91,0.38,ID,1689696869
286,shingu,33.7333,135.9833,24.96,87,100,3.1,JP,1689696869
287,caspe,41.234,-0.0395,41.08,20,48,9.14,ES,1689696869
288,holualoa,19.6228,-155.9522,23.91,83,20,6.17,US,1689696869
289,tahe,52.3333,124.7333,18.2,57,19,1.78,CN,1689696870
290,kerikeri,-35.2268,173.9474,7.17,93,13,1.5,NZ,1689696870
291,lindsay,36.203,-119.0882,36.67,33,0,2.57,US,1689696870
292,ulaangom,49.9811,92.0667,20.54,42,83,1.66,MN,1689696871
293,mount gambier,-37.8333,140.7667,4.06,88,9,1.02,AU,1689696871
294,san antonio de pale,-1.4014,5.6325,23.51,84,30,5.13,GQ,1689696871
295,villa la angostura,-40.7617,-71.6463,3.72,80,100,1.02,AR,1689696872
296,al ghayzah,16.2079,52.176,26.68,84,21,4.75,YE,1689696872
297,naples,40.8333,14.25,35.48,59,0,3.6,IT,1689696872
298,nola,40.922,14.5329,35.36,63,2,3.03,IT,1689696872
299,kiama,-34.6833,150.8667,11.67,67,0,4.2,AU,1689696872
300,rongelap,11.1635,166.8941,28.33,77,31,6.1,MH,1689696873
301,hovd,48.0056,91.6419,21.82,39,64,3.53,MN,1689696873
302,tsiombe,-25.3,45.4833,20.59,84,0,5.25,MG,1689696873
303,illizi,26.4833,8.4667,38.89,8,1,7.47,DZ,1689696874
304,pauini,-7.7136,-66.9764,34.42,40,4,1.61,BR,1689696607
305,port isabel,26.0734,-97.2086,35.02,63,20,7.72,US,1689696874
306,harstad,68.799,16.5293,13.66,100,97,4.02,NO,1689696874
307,tobati,-25.25,-57.0667,15.9,34,0,3.57,PY,1689696874
308,gorontalo,0.5412,123.0595,24.88,92,100,0.93,ID,1689696811
309,linares,-35.85,-71.6,14.07,63,99,1.78,CL,1689696875
310,vetlanda,57.4289,15.0776,17.81,51,82,5.19,SE,1689696875
311,aljezur,37.3191,-8.8033,25.28,51,45,5.64,PT,1689696875
312,raton,36.9034,-104.4391,32.19,10,75,2.8,US,1689696875
313,belyy yar,53.6039,91.3903,17.94,82,0,2.0,RU,1689696876
314,dauphin,51.1494,-100.0502,19.08,77,0,2.57,CA,1689696876
315,kerema,-7.9631,145.7785,23.84,87,52,2.79,PG,1689696876
316,twon-brass,4.3151,6.2418,26.04,84,59,7.01,NG,1689696876
317,sosnogorsk,63.6023,53.8817,23.4,54,38,1.29,RU,1689696876
318,nuuk,64.1835,-51.7216,11.34,93,100,1.54,GL,1689696876
319,tarko-sale,64.9225,77.785,18.89,56,76,3.14,RU,1689696877
320,gokwe,-18.2048,28.9349,15.46,23,4,0.55,ZW,1689696877
321,tidjikja,18.5564,-11.4271,38.69,25,97,5.96,MR,1689696877
322,port alfred,-33.5906,26.891,17.32,90,22,1.34,ZA,1689696877
323,fortaleza,-3.7227,-38.5247,31.07,55,40,6.17,BR,1689696664
324,tarauaca,-8.1614,-70.7656,33.62,45,6,1.24,BR,1689696877
325,spring creek,40.7266,-115.5859,26.89,25,15,2.24,US,1689696616
326,kavalerovo,44.2661,135.0572,17.07,99,68,0.37,RU,1689696742
327,pariaman,-0.619,100.12,25.03,88,100,1.83,ID,1689696878
328,port-gentil,-0.7193,8.7815,22.98,86,70,6.98,GA,1689696878
329,fuxin,42.0156,121.6589,24.19,64,29,1.62,CN,1689696878
330,penzance,50.1186,-5.5371,17.62,94,20,4.63,GB,1689696878
331,international falls,48.6011,-93.411,20.64,72,40,0.45,US,1689696878
332,braniewo,54.3797,19.8196,18.95,62,66,7.54,PL,1689696879
333,robertsport,6.7533,-11.3686,25.86,83,87,4.7,LR,1689696879
334,mata-utu,-13.2816,-176.1745,26.01,85,100,5.42,WF,1689696879
335,tannum sands,-23.9504,151.3693,16.94,77,40,2.06,AU,1689696879
336,farasan,16.7022,42.1183,32.49,70,9,2.94,SA,1689696879
337,januaria,-15.4833,-44.3667,32.25,23,6,3.35,BR,1689696879
338,barbalha,-7.3111,-39.3042,30.89,42,20,4.12,BR,1689696880
339,prado,-17.3411,-39.2208,26.36,64,13,5.17,BR,1689696880
340,kone,-21.0595,164.8658,19.17,88,92,2.41,NC,1689696699
341,ksar chellala,35.2122,2.3189,39.56,6,1,4.56,DZ,1689696880
342,marsh harbour,26.5412,-77.0636,29.48,72,74,4.83,BS,1689696880
343,noumea,-22.2763,166.4572,17.99,75,74,4.18,NC,1689696614
344,colonia,50.9333,6.95,27.75,36,0,3.6,DE,1689696774
345,weno,7.4515,151.8468,25.97,94,100,2.06,FM,1689696881
346,koulamoutou,-1.1303,12.4736,29.82,60,98,1.55,GA,1689696881
347,urengoy,65.9667,78.3667,17.73,62,97,2.54,RU,1689696881
348,lys'va,58.1086,57.8053,17.28,87,100,3.2,RU,1689696881
349,howrah,22.5892,88.3103,29.0,89,20,2.06,IN,1689696881
350,trujillo,-8.116,-79.03,22.98,78,22,4.12,PE,1689696651
351,maceio,-9.6658,-35.7353,28.69,65,40,5.66,BR,1689696651
352,ad dilam,23.9915,47.1627,41.09,7,1,2.83,SA,1689696623
353,choyr,46.3611,108.3611,17.57,75,100,8.29,MN,1689696882
354,touros,-5.1989,-35.4608,28.62,63,36,7.8,BR,1689696882
355,chiredzi,-21.05,31.6667,19.34,35,0,2.25,ZW,1689696882
356,awjilah,29.1081,21.2869,38.88,10,0,6.09,LY,1689696882
357,teluknaga,-6.0989,106.6381,26.1,78,20,2.06,ID,1689696882
358,castillos,-34.1667,-53.8333,10.29,60,92,3.4,UY,1689696882
359,hamilton,39.1834,-84.5333,27.1,80,40,3.09,US,1689696631
360,nanning,22.8167,108.3167,26.25,93,100,6.99,CN,1689696882
361,cooper's town,26.8667,-77.5167,28.8,75,98,3.79,BS,1689696883
362,nacala,-14.5428,40.6728,22.99,73,1,4.97,MZ,1689696883
363,linkenheim-hochstetten,49.132,8.4124,29.9,36,63,0.29,DE,1689696883
364,berezovyy,51.6667,135.7,19.91,49,6,2.14,RU,1689696883
365,east ballina,-28.8667,153.5833,13.22,91,72,3.95,AU,1689696883
366,aizawl,23.7333,92.7167,19.47,99,58,1.15,IN,1689696884
367,halmstad,56.6745,12.8568,18.9,77,75,5.14,SE,1689696884
368,khandyga,62.6667,135.6,15.85,98,56,2.84,RU,1689696884
369,chernyshevskiy,63.0128,112.4714,13.78,54,95,2.56,RU,1689696884
370,taunsa,30.7048,70.6505,41.89,27,0,4.96,PK,1689696884
371,mutoko,-17.397,32.2268,13.54,33,1,2.3,ZW,1689696884
372,selfoss,63.9331,-20.9971,20.02,47,2,5.12,IS,1689696884
373,bukene,-4.2333,32.8833,24.11,28,6,1.94,TZ,1689696885
374,mazidagi,37.4775,40.4881,33.5,16,0,5.37,TR,1689696885
375,chkalovsk,56.7647,43.2433,21.88,71,33,3.32,RU,1689696885
376,aginskoye,51.1,114.53,14.95,82,0,3.82,RU,1689696885
377,okha,53.5739,142.9478,9.92,95,57,1.62,RU,1689696885
378,kiffa,16.6166,-11.4045,38.64,30,95,3.83,MR,1689696885
379,mbanza kongo,-6.267,14.2401,33.7,21,59,2.21,AO,1689696885
380,macapa,0.0389,-51.0664,31.99,66,40,5.66,BR,1689696651
381,olinda,-8.0089,-34.8553,28.85,65,40,8.23,BR,1689696886
382,revda,56.801,59.9303,15.73,94,100,2.3,RU,1689696886
383,conduaga,8.862,117.4893,26.67,81,100,2.55,PH,1689696886
384,tibanbang,6.6315,126.1055,25.31,83,100,2.65,PH,1689696886
385,tutoia,-2.7619,-42.2744,30.27,53,0,5.29,BR,1689696886
386,shimoda,34.6667,138.95,25.84,88,100,3.33,JP,1689696886
387,kokstad,-30.5472,29.4241,14.42,28,2,2.95,ZA,1689696886
388,saldanha,-33.0117,17.9442,13.61,82,48,8.35,ZA,1689696887
389,malanje,-9.5402,16.341,29.32,17,6,1.45,AO,1689696887
390,yaren,-0.5472,166.916,28.14,74,100,0.28,NR,1689696887
391,nekrasovka,48.3525,135.2325,19.01,100,0,2.0,RU,1689696887
392,ardestan,33.3761,52.3694,34.22,19,1,3.71,IR,1689696887
393,jawf al maqbabah,13.8378,45.8349,31.22,50,50,2.27,YE,1689696887
394,tripoli,32.8752,13.1875,31.05,50,0,4.39,LY,1689696588
395,darwin,-12.4611,130.8418,22.99,83,40,1.54,AU,1689696888
396,melfort,52.8667,-104.6177,16.07,77,100,4.63,CA,1689696888
397,vrangel',42.7297,133.0839,17.27,95,5,1.05,RU,1689696888
398,filingue,14.3521,3.3168,40.45,21,20,2.0,NE,1689696888
399,waddan,29.1614,16.139,37.57,14,0,6.5,LY,1689696888
400,jati,24.3539,68.2671,29.69,70,100,7.51,PK,1689696888
401,salekhard,66.53,66.6019,21.19,61,48,3.53,RU,1689696889
402,newark,40.7357,-74.1724,30.95,68,75,5.14,US,1689696697
403,bayeux,-7.125,-34.9322,28.35,69,75,8.23,BR,1689696889
404,carangola,-20.7331,-42.0294,30.88,36,9,1.98,BR,1689696889
405,ujae,8.9322,165.7642,28.15,78,39,5.33,MH,1689696889
406,mahajanga,-15.7167,46.3167,27.64,51,42,0.08,MG,1689696889
407,helsingborg,56.0467,12.6944,19.92,72,37,7.44,SE,1689696890
408,dunedin,-45.8742,170.5036,7.86,81,60,2.22,NZ,1689696890
409,taulaga,-11.0553,-171.0883,27.5,76,100,2.98,AS,1689696739
410,urganch,41.55,60.6333,25.97,57,0,3.09,UZ,1689696890
411,kayangel,8.0823,134.7173,27.11,80,100,9.01,PW,1689696890
412,al kharijah,25.4514,30.5464,40.61,11,0,5.9,EG,1689696890
413,champerico,14.3,-91.9167,33.3,68,100,1.39,GT,1689696890
414,valledupar,10.4631,-73.2532,31.83,14,75,2.57,CO,1689696891
415,vradiyivka,47.862,30.5919,24.61,62,55,6.4,UA,1689696891
416,cidreira,-30.1811,-50.2056,13.63,55,97,3.78,BR,1689696891
417,amga,60.8953,131.9608,17.02,97,85,2.86,RU,1689696743
418,kutum,14.2,24.6667,33.9,20,91,1.18,SD,1689696891
419,ingeniero jacobacci,-41.3427,-69.5448,-0.3,76,99,1.8,AR,1689696891
420,jericho,31.8667,35.45,35.34,39,0,6.19,PS,1689696891
421,kismayo,-0.3582,42.5454,25.27,79,9,7.34,SO,1689696624
422,hirara,24.8,125.2833,26.92,94,100,1.54,JP,1689696892
423,ridgecrest,35.6225,-117.6709,33.59,20,2,0.89,US,1689696892
424,coahuayana de hidalgo,18.7,-103.6583,32.23,57,98,0.99,MX,1689696892
425,pitalito,1.8497,-76.0479,22.96,64,69,1.87,CO,1689696623
426,genhe,50.7833,121.5167,16.06,94,18,1.42,CN,1689696892
427,camocim,-2.9022,-40.8411,32.48,44,0,5.54,BR,1689696892
428,tommot,58.9564,126.2925,16.61,97,100,1.92,RU,1689696892
429,alice springs,-23.7,133.8833,5.75,81,0,0.0,AU,1689696892
430,nemuro,43.3236,145.575,13.05,94,100,1.97,JP,1689696862
431,margate,51.3813,1.3862,22.15,58,84,2.68,GB,1689696893
432,lepsy,46.235,78.9456,28.72,23,3,3.28,KZ,1689696893
433,naze,28.3667,129.4833,26.51,82,90,5.19,JP,1689696893
434,turpan,42.9333,89.1667,36.7,18,100,3.74,CN,1689696893
435,pachino,36.7186,15.0907,31.8,48,0,2.1,IT,1689696893
436,lamu,-2.2717,40.902,26.12,80,11,6.74,KE,1689696894
437,sabha,27.0377,14.4283,37.31,11,0,6.12,LY,1689696894
438,magistral'nyy,56.1725,107.4458,10.87,85,6,1.78,RU,1689696894
439,hopelchen,19.7667,-89.85,34.52,41,29,2.53,MX,1689696894
440,pyin oo lwin,22.0333,96.4667,21.34,88,67,1.32,MM,1689696894
441,tamazulapam villa del progreso,17.6806,-97.5689,19.58,63,99,4.48,MX,1689696894
442,flying fish cove,-10.4217,105.6791,24.82,78,40,6.17,CX,1689696895
443,alaghsas,17.0187,8.0168,41.15,13,5,5.43,NE,1689696895
444,ghat,24.9647,10.1728,38.22,6,0,6.42,LY,1689696895
445,lalgola,24.4167,88.25,29.08,81,82,3.74,IN,1689696895
446,pandan,14.0453,124.1694,26.45,87,84,2.47,PH,1689696895
447,mogadishu,2.0371,45.3438,25.06,84,26,8.35,SO,1689696761
448,zakamensk,50.3741,103.2863,11.34,91,38,0.25,RU,1689696896
449,dudinka,69.4058,86.1778,14.05,75,100,6.75,RU,1689696896
450,merizo village,13.2658,144.6691,28.31,88,97,4.57,GU,1689696896
451,murghob,38.1702,73.9667,15.83,53,76,1.92,TJ,1689696896
452,kingsville,27.5159,-97.8561,34.98,56,20,6.69,US,1689696896
453,burang,30.25,81.1667,12.54,88,98,2.44,CN,1689696897
454,nadi,-17.8,177.4167,22.0,68,75,4.63,FJ,1689696897
455,waingapu,-9.6567,120.2641,22.35,83,3,4.68,ID,1689696897
456,tongchuan,35.0806,109.0897,22.62,58,2,2.79,CN,1689696897
457,conde,-7.2597,-34.9075,27.7,69,75,8.23,BR,1689696897
458,usakos,-22.0,15.6,23.34,12,0,1.44,NA,1689696897
459,estevan,49.1334,-102.9842,21.11,64,0,3.6,CA,1689696898
460,freetown,8.484,-13.2299,25.97,84,100,3.74,SL,1689696898
461,newman,37.3138,-121.0208,29.47,22,2,1.19,US,1689696898
462,keelung,25.1283,121.7419,27.83,87,100,2.82,TW,1689696898
463,fort-shevchenko,44.5086,50.263,24.59,62,0,7.18,KZ,1689696898
464,alamogordo,32.8995,-105.9603,35.33,14,0,4.63,US,1689696886
465,bel ombre,-4.6167,55.4167,25.91,73,20,3.6,SC,1689696898
466,mitchell,43.7094,-98.0298,22.99,56,0,6.69,US,1689696632
467,mirnyy,62.5353,113.9611,10.64,69,33,1.83,RU,1689696899
468,acajutla,13.5928,-89.8275,31.24,55,97,1.28,SV,1689696833
469,yuzhno-kurilsk,44.0306,145.8556,12.39,94,77,1.19,RU,1689696899
470,sao jose da coroa grande,-8.8978,-35.1478,26.75,69,20,5.43,BR,1689696899
471,ar ruways,24.1103,52.7306,32.92,61,10,3.08,AE,1689696899
472,chatra,24.2167,84.8667,27.63,75,43,3.65,IN,1689696900
473,carnarvon,-24.8667,113.6333,19.19,78,9,5.74,AU,1689696675
474,sao tome,0.3365,6.7273,24.73,85,84,5.07,ST,1689696900
475,andalgala,-27.5819,-66.3165,12.34,49,18,3.12,AR,1689696900
476,viedma,-40.8135,-62.9967,8.03,28,6,6.61,AR,1689696901
477,ugoofaaru,5.6667,73.0,28.72,75,100,5.18,MV,1689696901
478,bonthe,7.5264,-12.505,26.47,81,99,4.14,SL,1689696902
479,lazaro cardenas,17.9583,-102.2,30.65,59,98,0.62,MX,1689696909
480,axim,4.8699,-2.2405,25.34,86,88,5.37,GH,1689696910
481,okahandja,-21.9833,16.9167,20.36,14,0,0.8,NA,1689696911
482,galliano,29.4422,-90.2992,34.44,62,75,2.57,US,1689696911
483,beira,-19.8436,34.8389,23.05,100,20,3.6,MZ,1689696911
484,leh,34.1667,77.5833,22.88,30,16,3.2,IN,1689696912
485,zhangye,38.9342,100.4517,28.51,21,46,3.09,CN,1689696745
486,seminole,28.7086,-81.2081,34.05,68,40,0.89,US,1689696912
487,hartford city,40.4511,-85.37,25.05,78,54,0.45,US,1689696913
488,ust-tsilma,65.441,52.1498,22.64,57,72,0.85,RU,1689696913
489,poronaysk,49.2167,143.1167,13.33,94,21,2.29,RU,1689696913
490,codrington,-38.2667,141.9667,5.64,80,16,2.47,AU,1689696913
491,uzice,43.8586,19.8488,28.21,62,0,1.65,RS,1689696914
492,uribia,11.7139,-72.266,33.19,49,94,9.57,CO,1689696914
493,fernley,39.608,-119.2518,30.88,21,31,2.24,US,1689696676
494,restrepo,3.822,-76.5224,25.19,57,26,1.23,CO,1689696914
495,ha'il,27.5219,41.6907,39.01,12,0,8.23,SA,1689696915
496,antonio enes,-16.2325,39.9086,22.7,72,1,4.79,MZ,1689696915
497,yelizovo,53.1873,158.3805,11.08,100,0,2.0,RU,1689696915
498,maragogi,-9.0122,-35.2225,26.63,70,23,5.41,BR,1689696915
499,saudarkrokur,65.7461,-19.6394,7.87,83,82,4.64,IS,1689696916
500,zara,44.1197,15.2422,34.34,40,0,5.14,HR,1689696916
501,badiyah,22.45,58.8,39.0,24,100,3.48,OM,1689696916
502,nova olimpia,-14.7972,-57.2881,33.4,29,79,1.91,BR,1689696916
503,chui,-33.6971,-53.4616,10.59,58,91,2.9,UY,1689696771
504,deder,9.3167,41.45,18.82,65,40,2.84,ET,1689696917
505,bandar lampung,-5.4254,105.258,22.86,92,20,0.94,ID,1689696917
506,port blair,11.6667,92.75,29.02,84,75,5.66,IN,1689696917
507,besisahar,28.2313,84.3761,25.24,79,98,1.52,NP,1689696917
508,ierapetra,35.01,25.7353,30.41,37,0,7.47,GR,1689696918
509,kodinsk,58.6881,99.1844,13.92,56,6,0.64,RU,1689696919
510,coquimbo,-29.9533,-71.3436,19.85,63,0,3.09,CL,1689696743
511,inarajan village,13.2736,144.7484,28.54,88,98,4.35,GU,1689696919
512,arraial do cabo,-22.9661,-42.0278,23.92,78,40,5.14,BR,1689696630
513,tralee,52.2704,-9.7026,16.95,80,49,4.48,IE,1689696920
514,palikir - national government center,6.9248,158.1611,25.41,94,100,0.0,FM,1689696920
515,pangai,-19.8,-174.35,21.93,63,85,9.68,TO,1689696920
516,chardara,41.2547,67.9692,31.1,30,13,4.88,KZ,1689696920
517,pasni,25.2631,63.471,27.91,83,64,6.5,PK,1689696921
518,puerto santa,-8.9906,-78.6456,22.34,72,56,4.15,PE,1689696921
519,portland,45.5234,-122.6762,20.65,70,0,2.57,US,1689696650
520,hohhot,40.8106,111.6522,26.62,56,0,2.0,CN,1689696921
521,bria,6.5423,21.9863,23.71,89,80,0.68,CF,1689696922
522,el bauga,18.262,33.9081,41.97,7,100,3.71,SD,1689696922
523,kuqa,41.7278,82.9364,32.47,20,1,2.6,CN,1689696922
524,inverloch,-38.6333,145.7167,9.26,66,49,5.54,AU,1689696922
525,mossel bay,-34.1831,22.146,13.96,82,27,10.37,ZA,1689696923
526,tazacorte,28.629,-17.9293,25.08,70,75,4.63,ES,1689696923
527,aykhal,66.0,111.5,12.5,77,42,4.79,RU,1689696923
528,guaranda,-1.6,-79.0,17.17,58,77,3.18,EC,1689696923
529,klaksvik,62.2266,-6.589,9.51,88,100,11.71,FO,1689696924
530,turan,16.0678,108.2208,29.99,74,20,1.03,VN,1689696924
531,robore,-18.3333,-59.75,19.05,63,75,0.0,BO,1689696924
532,pyapon,16.2833,95.6833,25.16,93,90,2.49,MM,1689696925
533,taro,-8.3862,115.28,22.0,91,81,1.31,ID,1689696925
534,plastun,44.7561,136.2939,15.78,97,74,0.88,RU,1689696925
535,ratnagiri,16.9833,73.3,25.42,88,100,5.92,IN,1689696925
536,eirunepe,-6.6603,-69.8736,33.41,48,10,0.93,BR,1689696926
537,stranraer,54.9023,-5.0273,13.06,93,100,2.47,GB,1689696926
538,hotan,37.0997,79.9269,34.53,13,4,0.94,CN,1689696926
539,hasaki,35.7333,140.8333,24.22,87,100,2.35,JP,1689696927
540,yuktae-dong,40.0247,128.1597,21.01,91,2,1.02,KP,1689696927
541,nili,33.7218,66.1302,27.19,12,1,3.63,AF,1689696687
542,kurmuk,10.55,34.2833,25.87,79,55,2.15,SD,1689696927
543,borogontsy,62.6683,131.1683,13.02,98,88,2.65,RU,1689696927
544,okhotsk,59.3833,143.3,13.95,75,23,1.8,RU,1689696928
545,lerwick,60.1545,-1.1494,14.0,74,81,8.01,GB,1689696928
546,sao felipe,-14.8167,-41.3833,30.66,25,3,2.34,BR,1689696928
547,mugia,43.1041,-9.2179,26.62,76,7,7.52,ES,1689696928
548,kidal,18.4411,1.4078,41.65,14,20,4.67,ML,1689696929
549,wenchang,30.904,118.4887,25.54,93,100,1.66,CN,1689696929
550,matoury,4.8483,-52.3317,30.98,62,75,2.57,GF,1689696929
551,sandnessjoen,66.0217,12.6316,15.29,77,40,5.14,NO,1689696930
